0 [2523, 153, 112, 132] 1 0 69
1 [2523, 153, 112, 132] 1 0 71
2 [2524, 154, 112, 132] 1 0 73
3 [2525, 155, 112, 132] 1 0 77
4 [2525, 157, 112, 132] 1 0 77
5 [2525, 158, 112, 132] 1 0 73
6 [2525, 158, 112, 132] 1 0 71
7 [2525, 159, 112, 132] 1 0 69
8 [2525, 160, 112, 132] 1 0 69
9 [2526, 161, 112, 132] 1 0 69
10 [2527, 164, 112, 132] 1 0 69
11 [2528, 166, 112, 132] 1 0 69
12 [2528, 168, 112, 132] 1 0 69
13 [2528, 170, 112, 132] 1 0 69
14 [2529, 172, 112, 132] 1 0 69
15 [2530, 173, 112, 132] 1 0 69
16 [2531, 175, 112, 132] 1 0 69
17 [2532, 178, 112, 132] 1 0 69
18 [2533, 181, 112, 132] 1 0 69
0 [676, 1869, 82, 82] 1 1 10
1 [677, 1869, 82, 82] 1 1 16
2 [678, 1870, 82, 82] 1 1 20
3 [680, 1871, 82, 82] 1 1 28
4 [683, 1871, 82, 82] 1 1 42
5 [685, 1871, 82, 82] 1 1 47
6 [687, 1871, 82, 82] 1 1 52
7 [689, 1871, 82, 82] 1 1 38
8 [691, 1871, 82, 82] 1 1 20
9 [693, 1871, 82, 82] 1 1 20
10 [695, 1873, 82, 82] 1 1 20
11 [694, 1874, 82, 82] 1 1 20
12 [693, 1875, 82, 82] 1 1 20
13 [691, 1876, 82, 82] 1 1 20
14 [690, 1878, 82, 82] 1 1 20
15 [691, 1878, 82, 82] 1 1 20
16 [693, 1879, 82, 82] 1 1 20
17 [699, 1879, 82, 82] 1 1 20
18 [710, 1878, 82, 82] 1 1 20
0 [739, 1719, 142, 83] 2 2 -44
1 [739, 1719, 142, 83] 2 2 -52
2 [740, 1719, 142, 83] 2 2 -74
3 [742, 1719, 142, 83] 2 2 -90
4 [743, 1719, 142, 83] 2 2 -100
5 [744, 1718, 142, 83] 2 2 -96
6 [743, 1717, 142, 83] 2 2 -88
7 [743, 1715, 142, 83] 2 2 -79
8 [743, 1714, 142, 83] 2 2 -61
9 [744, 1715, 142, 83] 2 2 -61
10 [745, 1714, 142, 83] 2 2 -61
11 [744, 1712, 142, 83] 2 2 -61
12 [743, 1710, 142, 83] 2 2 -61
13 [742, 1708, 142, 83] 2 2 -61
14 [741, 1708, 142, 83] 2 2 -61
15 [742, 1708, 142, 83] 2 2 -61
16 [743, 1708, 142, 83] 2 2 -61
17 [744, 1708, 142, 83] 2 2 -61
18 [746, 1708, 142, 83] 2 2 -61
0 [2074, 457, 50, 287] 2 3 -90
1 [2074, 456, 50, 287] 2 3 -90
2 [2074, 456, 50, 287] 2 3 -90
3 [2074, 456, 50, 287] 2 3 90
4 [2074, 456, 50, 287] 2 3 0
5 [2074, 456, 50, 287] 2 3 0
6 [2074, 456, 50, 287] 2 3 90
7 [2074, 456, 50, 287] 2 3 -89
8 [2074, 456, 50, 287] 2 3 -89
9 [2074, 456, 50, 287] 2 3 -89
10 [2074, 456, 50, 287] 2 3 -89
11 [2074, 456, 50, 287] 2 3 -89
12 [2074, 456, 50, 287] 2 3 -89
