0 [913, 588, 89, 256] 2 1 126
1 [912, 588, 89, 256] 2 1 122
2 [912, 588, 89, 256] 2 1 103
3 [911, 588, 89, 256] 2 1 95
4 [911, 587, 89, 256] 2 1 85
5 [911, 588, 89, 256] 2 1 90
6 [911, 588, 89, 256] 2 1 99
7 [911, 589, 89, 256] 2 1 79
8 [911, 589, 89, 256] 2 1 84
9 [911, 590, 89, 256] 2 1 84
10 [911, 590, 89, 256] 2 1 84
11 [911, 590, 89, 256] 2 1 84
12 [911, 590, 89, 256] 2 1 84
13 [911, 590, 89, 256] 2 1 84
14 [911, 590, 89, 256] 2 1 84
15 [911, 589, 89, 256] 2 1 84
16 [911, 589, 89, 256] 2 1 84
17 [911, 590, 89, 256] 2 1 84
18 [911, 591, 89, 256] 2 1 84
0 [906, 94, 94, 290] 2 2 146
1 [906, 94, 94, 290] 2 2 155
2 [905, 95, 94, 290] 2 2 160
3 [905, 94, 94, 290] 2 2 145
4 [904, 95, 94, 290] 2 2 143
5 [904, 95, 94, 290] 2 2 134
6 [904, 95, 94, 290] 2 2 128
7 [903, 95, 94, 290] 2 2 127
8 [903, 96, 94, 290] 2 2 152
9 [904, 96, 94, 290] 2 2 152
10 [904, 96, 94, 290] 2 2 152
11 [904, 95, 94, 290] 2 2 152
12 [903, 95, 94, 290] 2 2 152
13 [902, 96, 94, 290] 2 2 152
14 [901, 97, 94, 290] 2 2 152
15 [900, 98, 94, 290] 2 2 152
16 [901, 99, 94, 290] 2 2 152
17 [901, 99, 94, 290] 2 2 152
18 [900, 98, 94, 290] 2 2 152
0 [2231, 351, 42, 78] 2 3 119
1 [2230, 352, 42, 78] 2 3 117
2 [2229, 354, 42, 78] 2 3 116
3 [2228, 358, 42, 78] 2 3 117
4 [2226, 363, 42, 78] 2 3 117
5 [2224, 366, 42, 78] 2 3 116
6 [2221, 368, 42, 78] 2 3 115
7 [2219, 371, 42, 78] 2 3 113
8 [2217, 373, 42, 78] 2 3 114
9 [2216, 376, 42, 78] 2 3 114
10 [2214, 381, 42, 78] 2 3 114
11 [2212, 386, 42, 78] 2 3 114
12 [2211, 391, 42, 78] 2 3 114
13 [2209, 395, 42, 78] 2 3 114
14 [2207, 398, 42, 78] 2 3 114
15 [2206, 401, 42, 78] 2 3 114
16 [2204, 405, 42, 78] 2 3 114
17 [2202, 409, 42, 78] 2 3 114
18 [2198, 415, 42, 78] 2 3 114
0 [924, 411, 49, 26] 2 4 118
1 [924, 411, 49, 26] 2 4 110
