0 [1992, 624, 40, 83] 2 0 103
1 [1991, 625, 40, 83] 2 0 101
2 [1991, 626, 40, 83] 2 0 101
3 [1992, 628, 40, 83] 2 0 101
4 [1991, 630, 40, 83] 2 0 100
5 [1991, 632, 40, 83] 2 0 100
6 [1990, 634, 40, 83] 2 0 98
7 [1989, 636, 40, 83] 2 0 98
8 [1988, 638, 40, 83] 2 0 97
9 [1988, 639, 40, 83] 2 0 97
10 [1988, 642, 40, 83] 2 0 96
11 [1987, 645, 40, 83] 2 0 97
12 [1987, 648, 40, 83] 2 0 95
13 [1987, 651, 40, 83] 2 0 93
14 [1987, 653, 40, 83] 2 0 92
15 [1987, 654, 40, 83] 2 0 89
16 [1986, 657, 40, 83] 2 0 88
17 [1986, 659, 40, 83] 2 0 92
18 [1985, 660, 40, 83] 2 0 94
19 [1985, 662, 40, 83] 2 0 94
20 [1985, 665, 40, 83] 2 0 94
21 [1985, 668, 40, 83] 2 0 91
22 [1985, 670, 40, 83] 2 0 92
23 [1986, 672, 40, 83] 2 0 96
24 [1986, 674, 40, 83] 2 0 99
25 [1987, 675, 40, 83] 2 0 100
26 [1987, 678, 40, 83] 2 0 101
27 [1985, 682, 40, 83] 2 0 98
28 [1983, 686, 40, 83] 2 0 98
29 [1983, 688, 40, 83] 2 0 99
30 [1983, 689, 40, 83] 2 0 99
31 [1984, 689, 40, 83] 2 0 99
32 [1984, 690, 40, 83] 2 0 99
33 [1983, 692, 40, 83] 2 0 99
34 [1983, 696, 40, 83] 2 0 99
35 [1982, 700, 40, 83] 2 0 99
36 [1981, 704, 40, 83] 2 0 99
37 [1981, 707, 40, 83] 2 0 99
38 [1980, 709, 40, 83] 2 0 99
39 [1979, 712, 40, 83] 2 0 99
40 [1979, 715, 40, 83] 2 0 99
0 [2243, 448, 35, 92] 2 2 102
1 [2242, 449, 35, 92] 2 2 104
2 [2242, 451, 35, 92] 2 2 109
3 [2242, 454, 35, 92] 2 2 113
4 [2242, 458, 35, 92] 2 2 115
5 [2240, 461, 35, 92] 2 2 112
6 [2239, 464, 35, 92] 2 2 108
7 [2237, 467, 35, 92] 2 2 106
8 [2236, 469, 35, 92] 2 2 104
9 [2238, 471, 35, 92] 2 2 105
10 [2237, 476, 35, 92] 2 2 104
11 [2234, 481, 35, 92] 2 2 100
12 [2230, 486, 35, 92] 2 2 95
13 [2227, 490, 35, 92] 2 2 91
14 [2226, 493, 35, 92] 2 2 90
15 [2227, 495, 35, 92] 2 2 91
16 [2226, 500, 35, 92] 2 2 92
17 [2226, 505, 35, 92] 2 2 92
18 [2226, 510, 35, 92] 2 2 92
19 [2226, 514, 35, 92] 2 2 94
20 [2226, 517, 35, 92] 2 2 95
21 [2226, 520, 35, 92] 2 2 96
22 [2226, 524, 35, 92] 2 2 97
23 [2226, 528, 35, 92] 2 2 97
24 [2225, 532, 35, 92] 2 2 97
25 [2225, 536, 35, 92] 2 2 97
26 [2225, 539, 35, 92] 2 2 97
27 [2225, 543, 35, 92] 2 2 96
28 [2224, 547, 35, 92] 2 2 96
29 [2223, 551, 35, 92] 2 2 96
30 [2223, 555, 35, 92] 2 2 96
31 [2222, 558, 35, 92] 2 2 96
32 [2221, 561, 35, 92] 2 2 96
33 [2221, 564, 35, 92] 2 2 96
34 [2220, 569, 35, 92] 2 2 96
35 [2220, 573, 35, 92] 2 2 96
36 [2220, 576, 35, 92] 2 2 96
37 [2220, 579, 35, 92] 2 2 96
38 [2220, 582, 35, 92] 2 2 96
39 [2220, 585, 35, 92] 2 2 96
40 [2219, 590, 35, 92] 2 2 96
0 [968, 1635, 90, 57] 2 4 0
1 [969, 1634, 90, 57] 2 4 0
2 [973, 1634, 90, 57] 2 4 1
3 [980, 1633, 90, 57] 2 4 2
4 [986, 1633, 90, 57] 2 4 1
5 [991, 1633, 90, 57] 2 4 0
6 [995, 1635, 90, 57] 2 4 -1
7 [998, 1635, 90, 57] 2 4 -4
8 [1002, 1636, 90, 57] 2 4 -6
9 [1008, 1635, 90, 57] 2 4 -7
10 [1016, 1635, 90, 57] 2 4 -8
11 [1021, 1635, 90, 57] 2 4 -7
12 [1025, 1635, 90, 57] 2 4 -7
13 [1029, 1634, 90, 57] 2 4 -6
14 [1035, 1634, 90, 57] 2 4 -6
15 [1040, 1634, 90, 57] 2 4 -5
16 [1050, 1633, 90, 57] 2 4 -5
17 [1058, 1631, 90, 57] 2 4 -4
18 [1065, 1629, 90, 57] 2 4 -2
19 [1071, 1627, 90, 57] 2 4 0
20 [1078, 1626, 90, 57] 2 4 1
21 [1083, 1627, 90, 57] 2 4 1
22 [1091, 1627, 90, 57] 2 4 2
23 [1099, 1627, 90, 57] 2 4 1
24 [1106, 1627, 90, 57] 2 4 1
25 [1114, 1627, 90, 57] 2 4 1
26 [1122, 1627, 90, 57] 2 4 1
27 [1128, 1626, 90, 57] 2 4 2
28 [1138, 1626, 90, 57] 2 4 2
29 [1147, 1626, 90, 57] 2 4 2
