0 [1933, 573, 38, 88] 2 1 110
1 [1932, 574, 38, 88] 2 1 115
2 [1932, 575, 38, 88] 2 1 125
3 [1933, 577, 38, 88] 2 1 133
4 [1932, 578, 38, 88] 2 1 138
5 [1931, 579, 38, 88] 2 1 133
6 [1930, 580, 38, 88] 2 1 125
7 [1929, 581, 38, 88] 2 1 118
8 [1928, 582, 38, 88] 2 1 113
9 [1929, 584, 38, 88] 2 1 113
10 [1928, 585, 38, 88] 2 1 113
11 [1926, 587, 38, 88] 2 1 113
12 [1923, 588, 38, 88] 2 1 113
13 [1921, 589, 38, 88] 2 1 113
14 [1920, 590, 38, 88] 2 1 113
15 [1921, 591, 38, 88] 2 1 113
16 [1921, 593, 38, 88] 2 1 113
17 [1920, 598, 38, 88] 2 1 113
18 [1919, 604, 38, 88] 2 1 113
0 [2005, 434, 62, 65] 2 3 148
1 [2002, 435, 62, 65] 2 3 144
2 [2002, 437, 62, 65] 2 3 144
3 [2002, 441, 62, 65] 2 3 145
4 [1997, 444, 62, 65] 2 3 142
5 [1990, 445, 62, 65] 2 3 137
6 [1983, 446, 62, 65] 2 3 130
7 [1977, 447, 62, 65] 2 3 125
8 [1973, 449, 62, 65] 2 3 124
9 [1973, 451, 62, 65] 2 3 124
10 [1970, 456, 62, 65] 2 3 124
11 [1967, 460, 62, 65] 2 3 124
12 [1965, 464, 62, 65] 2 3 124
13 [1963, 468, 62, 65] 2 3 124
14 [1962, 471, 62, 65] 2 3 124
15 [1960, 472, 62, 65] 2 3 124
16 [1958, 476, 62, 65] 2 3 124
17 [1953, 480, 62, 65] 2 3 124
18 [1946, 487, 62, 65] 2 3 124
0 [2118, 591, 42, 89] 2 4 99
1 [2118, 592, 42, 89] 2 4 99
2 [2118, 594, 42, 89] 2 4 98
3 [2117, 596, 42, 89] 2 4 96
4 [2116, 600, 42, 89] 2 4 94
5 [2116, 602, 42, 89] 2 4 96
6 [2115, 603, 42, 89] 2 4 97
7 [2115, 605, 42, 89] 2 4 91
8 [2115, 606, 42, 89] 2 4 83
9 [2114, 609, 42, 89] 2 4 83
10 [2114, 611, 42, 89] 2 4 83
11 [2115, 612, 42, 89] 2 4 83
12 [2115, 611, 42, 89] 2 4 83
13 [2115, 611, 42, 89] 2 4 83
14 [2115, 612, 42, 89] 2 4 83
15 [2114, 613, 42, 89] 2 4 83
16 [2114, 614, 42, 89] 2 4 83
17 [2114, 619, 42, 89] 2 4 83
18 [2117, 629, 42, 89] 2 4 83
0 [671, 1671, 89, 40] 2 5 -9
1 [676, 1671, 89, 40] 2 5 -9
2 [677, 1670, 89, 40] 2 5 -8
3 [679, 1669, 89, 40] 2 5 -7
4 [688, 1667, 89, 40] 2 5 -7
5 [699, 1666, 89, 40] 2 5 -7
6 [710, 1665, 89, 40] 2 5 -8
7 [720, 1663, 89, 40] 2 5 -11
8 [727, 1662, 89, 40] 2 5 -14
9 [731, 1661, 89, 40] 2 5 -14
10 [735, 1661, 89, 40] 2 5 -14
11 [736, 1661, 89, 40] 2 5 -14
12 [735, 1661, 89, 40] 2 5 -14
13 [736, 1661, 89, 40] 2 5 -14
14 [738, 1661, 89, 40] 2 5 -14
15 [742, 1660, 89, 40] 2 5 -14
16 [748, 1659, 89, 40] 2 5 -14
17 [758, 1656, 89, 40] 2 5 -14
18 [774, 1650, 89, 40] 2 5 -14
0 [708, 1551, 82, 32] 2 6 -7
1 [711, 1550, 82, 32] 2 6 -8
2 [711, 1551, 82, 32] 2 6 -9
3 [711, 1551, 82, 32] 2 6 -9
4 [715, 1550, 82, 32] 2 6 -10
5 [722, 1549, 82, 32] 2 6 -11
6 [729, 1548, 82, 32] 2 6 -13
7 [735, 1547, 82, 32] 2 6 -13
8 [739, 1547, 82, 32] 2 6 -9
9 [739, 1547, 82, 32] 2 6 -9
10 [740, 1546, 82, 32] 2 6 -9
11 [742, 1546, 82, 32] 2 6 -9
12 [743, 1545, 82, 32] 2 6 -9
13 [745, 1545, 82, 32] 2 6 -9
14 [746, 1545, 82, 32] 2 6 -9
15 [747, 1544, 82, 32] 2 6 -9
16 [749, 1544, 82, 32] 2 6 -9
17 [751, 1544, 82, 32] 2 6 -9
18 [752, 1545, 82, 32] 2 6 -9
0 [1058, 1459, 47, 54] 2 7 86
1 [1057, 1460, 47, 54] 2 7 82
2 [1058, 1459, 47, 54] 2 7 82
3 [1058, 1458, 47, 54] 2 7 84
4 [1058, 1459, 47, 54] 2 7 81
5 [1058, 1461, 47, 54] 2 7 77
6 [1058, 1463, 47, 54] 2 7 48
7 [1057, 1465, 47, 54] 2 7 -14
8 [1058, 1466, 47, 54] 2 7 15
9 [1058, 1466, 47, 54] 2 7 15
10 [1058, 1465, 47, 54] 2 7 15
