0 [694, 826, 103, 161] 2 2 -151
1 [694, 826, 103, 161] 2 2 -155
2 [694, 826, 103, 161] 2 2 -150
3 [694, 826, 103, 161] 2 2 -157
4 [694, 826, 103, 161] 2 2 -150
5 [693, 826, 103, 161] 2 2 -148
6 [693, 826, 103, 161] 2 2 -140
7 [692, 825, 103, 161] 2 2 -109
8 [692, 825, 103, 161] 2 2 -51
9 [692, 825, 103, 161] 2 2 -90
10 [692, 825, 103, 161] 2 2 -90
11 [692, 825, 103, 161] 2 2 -101
12 [692, 825, 103, 161] 2 2 -83
13 [692, 825, 103, 161] 2 2 -53
14 [692, 825, 103, 161] 2 2 -21
15 [692, 825, 103, 161] 2 2 -15
16 [692, 825, 103, 161] 2 2 -9
17 [692, 825, 103, 161] 2 2 -13
18 [692, 825, 103, 161] 2 2 -9
19 [692, 824, 103, 161] 2 2 -2
20 [692, 824, 103, 161] 2 2 6
21 [692, 823, 103, 161] 2 2 12
22 [692, 823, 103, 161] 2 2 17
23 [693, 823, 103, 161] 2 2 24
24 [695, 824, 103, 161] 2 2 16
25 [697, 824, 103, 161] 2 2 9
26 [697, 824, 103, 161] 2 2 2
27 [697, 824, 103, 161] 2 2 0
28 [696, 824, 103, 161] 2 2 -1
29 [696, 824, 103, 161] 2 2 -6
30 [696, 824, 103, 161] 2 2 -7
31 [696, 824, 103, 161] 2 2 -8
32 [696, 824, 103, 161] 2 2 -6
33 [695, 824, 103, 161] 2 2 -6
34 [696, 824, 103, 161] 2 2 -6
35 [699, 824, 103, 161] 2 2 -15
36 [702, 824, 103, 161] 2 2 -43
37 [705, 824, 103, 161] 2 2 -159
38 [706, 824, 103, 161] 2 2 -179
39 [704, 823, 103, 161] 2 2 171
40 [704, 823, 103, 161] 2 2 167
41 [704, 823, 103, 161] 2 2 169
42 [704, 823, 103, 161] 2 2 172
43 [704, 823, 103, 161] 2 2 167
44 [704, 823, 103, 161] 2 2 173
45 [704, 823, 103, 161] 2 2 169
46 [704, 823, 103, 161] 2 2 -176
47 [702, 823, 103, 161] 2 2 -168
48 [701, 824, 103, 161] 2 2 -37
49 [699, 824, 103, 161] 2 2 -23
50 [698, 824, 103, 161] 2 2 -36
51 [698, 824, 103, 161] 2 2 -37
52 [698, 824, 103, 161] 2 2 -47
53 [699, 824, 103, 161] 2 2 -56
54 [701, 824, 103, 161] 2 2 -82
55 [702, 823, 103, 161] 2 2 -105
56 [702, 823, 103, 161] 2 2 -122
57 [702, 823, 103, 161] 2 2 -120
58 [702, 823, 103, 161] 2 2 -125
59 [702, 823, 103, 161] 2 2 -131
60 [701, 822, 103, 161] 2 2 -152
61 [701, 822, 103, 161] 2 2 -152
62 [701, 821, 103, 161] 2 2 -166
63 [701, 821, 103, 161] 2 2 -159
64 [701, 821, 103, 161] 2 2 -161
65 [701, 821, 103, 161] 2 2 -170
66 [701, 820, 103, 161] 2 2 -179
67 [700, 820, 103, 161] 2 2 -169
68 [700, 820, 103, 161] 2 2 -164
69 [700, 821, 103, 161] 2 2 -146
70 [700, 821, 103, 161] 2 2 -138
71 [700, 821, 103, 161] 2 2 -136
72 [699, 820, 103, 161] 2 2 -128
73 [699, 820, 103, 161] 2 2 -128
74 [698, 820, 103, 161] 2 2 -128
75 [698, 820, 103, 161] 2 2 -128
76 [698, 820, 103, 161] 2 2 -128
77 [698, 820, 103, 161] 2 2 -128
78 [697, 819, 103, 161] 2 2 -128
79 [697, 819, 103, 161] 2 2 -128
80 [697, 819, 103, 161] 2 2 -128
81 [698, 819, 103, 161] 2 2 -128
82 [698, 819, 103, 161] 2 2 -128
0 [2439, 155, 50, 102] 2 3 63
1 [2440, 156, 50, 102] 2 3 92
2 [2440, 156, 50, 102] 2 3 111
3 [2439, 155, 50, 102] 2 3 117
4 [2440, 156, 50, 102] 2 3 125
5 [2440, 156, 50, 102] 2 3 135
6 [2441, 157, 50, 102] 2 3 153
7 [2441, 158, 50, 102] 2 3 171
8 [2441, 158, 50, 102] 2 3 179
9 [2441, 158, 50, 102] 2 3 171
10 [2441, 158, 50, 102] 2 3 171
11 [2440, 159, 50, 102] 2 3 171
12 [2438, 159, 50, 102] 2 3 -125
13 [2437, 160, 50, 102] 2 3 -65
14 [2436, 161, 50, 102] 2 3 -56
15 [2436, 160, 50, 102] 2 3 -51
16 [2437, 159, 50, 102] 2 3 -48
17 [2437, 158, 50, 102] 2 3 -50
18 [2437, 158, 50, 102] 2 3 -48
19 [2438, 158, 50, 102] 2 3 -44
20 [2438, 159, 50, 102] 2 3 -34
21 [2437, 159, 50, 102] 2 3 -17
22 [2437, 158, 50, 102] 2 3 2
23 [2438, 157, 50, 102] 2 3 23
24 [2440, 155, 50, 102] 2 3 76
25 [2441, 154, 50, 102] 2 3 111
26 [2442, 153, 50, 102] 2 3 124
27 [2442, 153, 50, 102] 2 3 126
28 [2441, 154, 50, 102] 2 3 131
29 [2441, 155, 50, 102] 2 3 137
30 [2441, 157, 50, 102] 2 3 146
31 [2441, 158, 50, 102] 2 3 154
32 [2440, 158, 50, 102] 2 3 160
33 [2441, 158, 50, 102] 2 3 153
34 [2440, 158, 50, 102] 2 3 146
35 [2439, 158, 50, 102] 2 3 137
36 [2438, 159, 50, 102] 2 3 114
37 [2437, 159, 50, 102] 2 3 90
38 [2437, 159, 50, 102] 2 3 83
39 [2437, 159, 50, 102] 2 3 105
40 [2437, 159, 50, 102] 2 3 112
41 [2437, 159, 50, 102] 2 3 116
42 [2437, 160, 50, 102] 2 3 134
43 [2437, 160, 50, 102] 2 3 168
44 [2438, 160, 50, 102] 2 3 -135
45 [2438, 160, 50, 102] 2 3 -115
46 [2437, 160, 50, 102] 2 3 -105
47 [2437, 161, 50, 102] 2 3 -100
48 [2437, 160, 50, 102] 2 3 -95
49 [2437, 160, 50, 102] 2 3 -84
50 [2436, 161, 50, 102] 2 3 -81
51 [2437, 161, 50, 102] 2 3 -81
52 [2437, 160, 50, 102] 2 3 -87
53 [2437, 160, 50, 102] 2 3 -93
54 [2437, 159, 50, 102] 2 3 -86
55 [2437, 158, 50, 102] 2 3 77
56 [2437, 157, 50, 102] 2 3 80
57 [2436, 157, 50, 102] 2 3 60
58 [2437, 157, 50, 102] 2 3 43
59 [2437, 158, 50, 102] 2 3 21
60 [2437, 159, 50, 102] 2 3 -4
61 [2437, 159, 50, 102] 2 3 -38
62 [2437, 159, 50, 102] 2 3 -52
63 [2436, 158, 50, 102] 2 3 -42
64 [2437, 159, 50, 102] 2 3 -90
65 [2437, 159, 50, 102] 2 3 -153
66 [2437, 159, 50, 102] 2 3 -175
67 [2438, 159, 50, 102] 2 3 -164
68 [2438, 158, 50, 102] 2 3 179
69 [2438, 159, 50, 102] 2 3 -174
70 [2438, 158, 50, 102] 2 3 177
71 [2438, 158, 50, 102] 2 3 161
72 [2437, 158, 50, 102] 2 3 153
73 [2437, 158, 50, 102] 2 3 153
74 [2437, 158, 50, 102] 2 3 153
75 [2436, 159, 50, 102] 2 3 153
76 [2437, 159, 50, 102] 2 3 153
77 [2437, 158, 50, 102] 2 3 153
78 [2437, 158, 50, 102] 2 3 153
79 [2437, 158, 50, 102] 2 3 153
80 [2436, 159, 50, 102] 2 3 153
81 [2436, 159, 50, 102] 2 3 153
82 [2437, 158, 50, 102] 2 3 153
0 [2347, 335, 51, 84] 2 4 103
