0 [669, 815, 114, 150] 2 4 -142
1 [670, 814, 114, 150] 2 4 -143
2 [670, 814, 114, 150] 2 4 -143
3 [669, 815, 114, 150] 2 4 -143
4 [670, 814, 114, 150] 2 4 -143
5 [670, 814, 114, 150] 2 4 -143
6 [670, 814, 114, 150] 2 4 -143
7 [670, 814, 114, 150] 2 4 -143
8 [669, 813, 114, 150] 2 4 -143
9 [669, 814, 114, 150] 2 4 -143
10 [668, 814, 114, 150] 2 4 -143
11 [668, 813, 114, 150] 2 4 -143
0 [764, 1766, 120, 67] 3 5 15
1 [765, 1767, 120, 67] 3 5 16
2 [765, 1767, 120, 67] 3 5 16
3 [765, 1768, 120, 67] 3 5 16
4 [766, 1768, 120, 67] 3 5 16
5 [767, 1768, 120, 67] 3 5 16
6 [767, 1768, 120, 67] 3 5 16
7 [769, 1768, 120, 67] 3 5 16
8 [769, 1768, 120, 67] 3 5 16
9 [771, 1768, 120, 67] 3 5 16
10 [772, 1769, 120, 67] 3 5 16
11 [774, 1769, 120, 67] 3 5 16
0 [806, 1463, 111, 60] 2 6 -174
1 [805, 1464, 111, 60] 2 6 -174
2 [799, 1462, 111, 60] 2 6 -174
3 [791, 1460, 111, 60] 2 6 -174
4 [783, 1460, 111, 60] 2 6 -174
5 [778, 1460, 111, 60] 2 6 -174
6 [775, 1460, 111, 60] 2 6 -174
7 [772, 1461, 111, 60] 2 6 -174
8 [768, 1461, 111, 60] 2 6 -174
9 [761, 1460, 111, 60] 2 6 -174
10 [754, 1459, 111, 60] 2 6 -174
11 [747, 1458, 111, 60] 2 6 -174
0 [2314, 262, 78, 125] 2 7 113
1 [2313, 263, 78, 125] 2 7 113
2 [2313, 265, 78, 125] 2 7 113
3 [2313, 267, 78, 125] 2 7 113
4 [2312, 270, 78, 125] 2 7 113
5 [2310, 272, 78, 125] 2 7 113
6 [2309, 274, 78, 125] 2 7 113
7 [2306, 276, 78, 125] 2 7 113
8 [2306, 279, 78, 125] 2 7 113
9 [2305, 280, 78, 125] 2 7 113
10 [2305, 283, 78, 125] 2 7 113
11 [2302, 287, 78, 125] 2 7 113
0 [1983, 691, 23, 274] 2 8 4
1 [1983, 691, 23, 274] 2 8 12
2 [1983, 691, 23, 274] 2 8 12
3 [1983, 691, 23, 274] 2 8 12
4 [1983, 691, 23, 274] 2 8 12
5 [1983, 691, 23, 274] 2 8 12
6 [1983, 691, 23, 274] 2 8 12
7 [1983, 691, 23, 274] 2 8 12
8 [1983, 691, 23, 274] 2 8 12
9 [1983, 691, 23, 274] 2 8 12
10 [1983, 691, 23, 274] 2 8 12
11 [1983, 691, 23, 274] 2 8 12
0 [1983, 888, 29, 268] 2 9 0
1 [1984, 888, 29, 268] 2 9 0
2 [1984, 888, 29, 268] 2 9 0
3 [1985, 888, 29, 268] 2 9 0
4 [1985, 888, 29, 268] 2 9 0
5 [1985, 888, 29, 268] 2 9 0
6 [1985, 888, 29, 268] 2 9 0
7 [1985, 888, 29, 268] 2 9 0
8 [1985, 888, 29, 268] 2 9 0
9 [1985, 888, 29, 268] 2 9 0
10 [1985, 888, 29, 268] 2 9 0
11 [1985, 888, 29, 268] 2 9 0
0 [3666, 982, 88, 80] 3 10 -20
1 [3666, 982, 88, 80] 3 10 -153
2 [3666, 982, 88, 80] 3 10 -153
3 [3666, 982, 88, 80] 3 10 -153
4 [3666, 982, 88, 80] 3 10 -153
5 [3666, 982, 88, 80] 3 10 -153
6 [3666, 982, 88, 80] 3 10 -153
7 [3666, 982, 88, 80] 3 10 -153
8 [3666, 982, 88, 80] 3 10 -153
9 [3666, 982, 88, 80] 3 10 -153
10 [3666, 982, 88, 80] 3 10 -153
11 [3666, 982, 88, 80] 3 10 -153
